,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,logg,[Fe/H],Radius,mass,rho,Distance,E(B-V)
4806,4806,4806,4806,4806,4806,248453341,10 29 54.130,+01 35 18.40,1,10.833,,246-37-1,458-049150,10295414+0135181,,STAR,gri,-7.8,2.7,-1.7,2.7,,,12.858,0.404,11.339,0.131,,,12.213,0.03,10.912,0.04,10.242,0.09,,,8.53,0.027,7.68,0.038,7.433,0.021,3953,0.935,-0.497,52.352,0.96,5.66E-06,2883,0.033
4807,4807,4807,4807,4807,4807,248453350,10 49 12.256,+01 35 19.62,1,17.829,,,,10491225+0135196,1462-301-2-0246-0190,EXTENDED,gri,5,3,-4,3,,,,,,,19.61,0.052,18.474,0.01,17.912,0.008,17.552,0.009,17.402,0.027,16.92,0.192,,,15.49,0.213,,,,,,,,
4808,4808,4808,4808,4808,4808,248453389,10 38 12.115,+01 35 24.75,1,17.825,,,,10381211+0135247,1462-301-2-0228-0198,EXTENDED,gri,5,3,0,3,,,,,,,21.386,0.234,19.074,0.015,17.763,0.008,17.29,0.007,16.894,0.018,16.224,0.109,15.672,0.139,14.723,0.104,,,,,,,,
4809,4809,4809,4809,4809,4809,248453399,10 54 45.161,+01 35 25.53,1,18.86,,,,,1462-301-2-0256-0016,STAR,gri,2,3,-4,3,,,,,,,18.202,0.015,18.502,0.008,18.98,0.012,19.307,0.019,19.696,0.101,,,,,,,,,,,,,,
4810,4810,4810,4810,4810,4810,248453426,10 37 24.120,+01 35 28.87,1,18.529,,,,,1462-301-2-0227-0011,STAR,gri,-72,3,20,3,,,,,,,18.487,0.017,18.332,0.007,18.595,0.01,18.821,0.013,19.132,0.061,,,,,,,,,,,,,,
4811,4811,4811,4811,4811,4811,248453469,10 44 20.688,+01 35 33.44,1,17.019,,,,10442068+0135334,1462-301-2-0238-0153,EXTENDED,gri,-2,3,1,3,,,,,,,20.014,0.098,18.169,0.01,17.064,0.006,16.526,0.006,16.063,0.013,15.624,0.089,14.87,0.103,14.163,0.087,,,,,,,,
4812,4812,4812,4812,4812,4812,248453495,10 39 22.738,+01 35 35.49,1,13.05,,,458-049396,10392274+0135355,,STAR,gri,-31.2,3.1,-36.1,3.9,,,14.329,0.31,13.382,0.3,,,13.786,0.29,13.051,0.28,12.734,0.28,,,11.568,0.026,11.052,0.022,10.967,0.024,4908,4.608,-0.095,0.721,0.786,2.027,227.6,0.024
4813,4813,4813,4813,4813,4813,248453508,10 23 39.083,+01 35 36.30,1,18.452,,,,10233908+0135363,1458-301-2-0208-0214,EXTENDED,gri,-4,3,-2,3,,,,,,,21.264,0.18,19.491,0.018,18.496,0.011,18.006,0.01,17.609,0.025,16.713,0.16,15.735,0.163,15.356,0.186,,,,,,,,
4814,4814,4814,4814,4814,4814,248453532,10 34 50.736,+01 35 39.40,1,14.563,,,458-049271,10345073+0135395,1462-301-2-0223-0003,STAR,gri,-42.6,2.2,-17.3,2.5,,,16.625,0.09,15.204,0.12,,,15.974,0.01,14.611,0.04,13.958,0.03,,,12.405,0.023,11.737,0.022,11.569,0.021,3907,4.87,-0.095,0.406,0.46,6.553,138.9,0.03
4815,4815,4815,4815,4815,4815,248453583,10 32 31.070,+01 35 45.86,1,16.981,,,,10323107+0135458,1462-301-2-0219-0110,EXTENDED,gri,-1,3,4,3,,,,,,,18.534,0.03,17.426,0.006,17.051,0.006,16.79,0.007,16.695,0.022,16.727,0.18,15.925,0.21,15.161,0.208,,,,,,,,
4816,4816,4816,4816,4816,4816,248453624,10 49 25.550,+01 35 51.00,1,17.874,,,,,1462-301-2-0247-0228,EXTENDED,gri,-10,3,9,3,,,,,,,19.784,0.093,18.47,0.014,17.914,0.013,17.619,0.014,17.425,0.047,,,,,,,,,,,,,,
4817,4817,4817,4817,4817,4817,248453632,10 46 56.622,+01 35 51.46,1,16.958,,,,10465662+0135514,1462-301-2-0243-0094,EXTENDED,gri,-3,3,5,3,,,,,,,20.168,0.095,17.983,0.008,16.947,0.005,16.519,0.005,16.134,0.012,15.642,0.09,15.029,0.127,14.236,0.093,,,,,,,,
4818,4818,4818,4818,4818,4818,248453634,10 38 26.249,+01 35 51.70,1,18.95,,,,10382624+0135517,1462-301-2-0229-0150,STAR,gri,-48,15,-6,25,,,,,,,24.384,1.205,20.588,0.028,18.957,0.012,18.248,0.009,17.849,0.022,16.443,0.132,,,,,,,,,,,,
4819,4819,4819,4819,4819,4819,248453672,10 42 55.357,+01 35 55.80,1,18.044,,,,10425535+0135558,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.505,0.145,,,,,,,,,,,,
4820,4820,4820,4820,4820,4820,248453687,10 40 57.828,+01 35 57.29,1,14.486,,,458-049437,10405783+0135571,,STAR,JHK,-22,9,-9.2,9,,,,,,,,,,,,,,,,,12.904,0.024,12.35,0.022,12.262,0.023,4773,4.627,-0.138,0.69,0.75,2.202,375.7,0.032
4821,4821,4821,4821,4821,4821,248453700,10 48 35.030,+01 35 59.00,1,12.635,,,458-049600,10483502+0135591,,STAR,gri,0.2,1.8,-13.9,6.1,,,13.552,0.04,12.796,0.06,,,13.129,0.01,12.574,0.07,12.423,0.07,,,11.527,0.024,11.185,0.023,11.11,0.026,5673,4.406,-0.059,1.021,1.009,0.869,377.5,0.033
4822,4822,4822,4822,4822,4822,248453702,10 37 14.718,+01 35 59.07,1,18.941,,,,,1462-301-2-0227-0166,EXTENDED,gri,-1,4,-3,4,,,,,,,20.262,0.114,19.365,0.023,18.97,0.025,18.759,0.03,18.667,0.116,,,,,,,,,,,,,,
4823,4823,4823,4823,4823,4823,248453742,10 39 21.102,+01 36 04.09,1,17.034,,,,10392110+0136040,1462-301-2-0230-0195,STAR,gri,2,3,-60,3,,,,,,,21.763,0.17,18.975,0.01,17.577,0.006,16.202,0.005,15.454,0.006,14.105,0.024,13.512,0.032,13.213,0.037,3609,5.002,-0.012,0.277,0.283,12.96,178.5,0.026
4824,4824,4824,4824,4824,4824,248453757,10 40 58.584,+01 36 06.12,1,10.414,,254-264-1,459-047608,10405858+0136059,,STAR,gri,-22.3,1.3,-4.5,1.3,,,10.902,0.049,10.43,0.045,,,10.629,0.03,10.343,0.04,10.26,0.05,,,9.516,0.022,9.285,0.025,9.222,0.021,6403,4.107,-0.051,1.605,1.305,0.287,264.9,0.03
4825,4825,4825,4825,4825,4825,248453764,10 34 53.216,+01 36 07.93,1,14.047,,,459-047467,10345320+0136079,1462-301-2-0223-0021,STAR,gri,-21.5,2.2,9.2,2.4,,,15.935,0.14,14.643,0.04,,,15.274,0.09,14.111,0.04,13.522,0.1,,,12.212,0.033,11.56,0.037,11.31,0.027,4024,4.819,0.007,0.469,0.53,5.088,150.5,0.025
4826,4826,4826,4826,4826,4826,248453786,10 31 21.363,+01 36 11.22,1,11.468,,253-373-1,459-047371,10312136+0136110,,STAR,gri,-16.5,1.8,-28.4,1.9,,,11.922,0.127,11.579,0.143,,,11.778,0.02,11.43,0.03,11.334,0.05,,,10.458,0.021,10.228,0.021,10.14,0.02,6275,4.216,-0.128,1.351,1.169,0.43,336.9,0.031
4827,4827,4827,4827,4827,4827,248453801,10 24 40.172,+01 36 12.73,1,18.288,,,,10244017+0136127,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.732,0.16,16.056,0.176,15.416,0.21,3750,4.99,-0.23,0.264,0.291,11.37,624.7,0.033
4828,4828,4828,4828,4828,4828,248453805,10 26 18.321,+01 36 13.51,1,17.943,,,,10261832+0136135,,STAR,J,-7.5,9,-58.7,9,,,,,,,,,,,,,,,,,16.413,0.147,,,,,,,,,,,,
4829,4829,4829,4829,4829,4829,248453872,10 31 48.323,+01 36 21.37,1,17.567,,,,10314832+0136213,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.066,0.12,15.637,0.186,14.854,0.15,3680,4.997,-0.21,0.274,0.287,12.44,476,0.031
4830,4830,4830,4830,4830,4830,248453879,10 41 14.155,+01 36 21.77,1,12.809,,,459-047615,10411415+0136217,,STAR,gri,-17.7,1.4,-38.6,1.7,,,13.544,0.12,12.905,0.04,,,13.15,0.02,12.763,0.06,12.662,0.05,,,11.814,0.021,11.53,0.025,11.49,0.024,6067,4.246,-0.598,1.18,0.9,0.498,517.1,0.035
4831,4831,4831,4831,4831,4831,248453897,10 49 24.759,+01 36 24.12,1,15.956,,,459-047798,10492475+0136242,1462-301-2-0247-0083,STAR,gri,-64.3,3.9,-53.8,4.3,,,17.904,0.138,16.455,0.078,,,17.257,0.12,15.865,0.09,15.399,0.106,,,13.973,0.023,13.345,0.029,13.139,0.03,3945,4.955,-0.423,0.329,0.354,9.942,225.5,0.029
4832,4832,4832,4832,4832,4832,248453904,10 39 53.370,+01 36 24.93,1,17.553,,,,10395336+0136249,1462-301-2-0231-0221,EXTENDED,gri,-9,3,-3,3,,,,,,,21.054,0.278,19.02,0.021,17.492,0.009,16.925,0.008,16.546,0.021,16.233,0.127,15.541,0.161,14.818,0.138,,,,,,,,
4833,4833,4833,4833,4833,4833,248453932,10 37 25.526,+01 36 28.30,1,13.529,,,459-047534,10372552+0136282,,STAR,gri,-33.8,3.3,-24,4.1,,,14.996,0.03,13.882,0.02,,,14.436,0.02,13.466,0.02,13.14,0.03,,,11.913,0.024,11.374,0.025,11.279,0.024,4633,4.645,-0.01,0.673,0.738,2.347,225.2,0.03
4834,4834,4834,4834,4834,4834,248454007,10 46 51.569,+01 36 34.75,1,18.208,,,,,1462-301-2-0243-0009,STAR,gri,,,,,,,,,,,18.158,0.014,18.087,0.006,18.248,0.008,18.435,0.01,18.682,0.04,,,,,,,,,,,,,,
4835,4835,4835,4835,4835,4835,248454020,10 43 28.914,+01 36 36.58,1,17.864,,,,10432891+0136365,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.341,0.132,15.599,0.148,15.052,0.161,3761,4.965,-0.21,0.288,0.31,11.31,590.6,0.033
4836,4836,4836,4836,4836,4836,248454022,10 35 05.626,+01 36 36.71,1,11.573,,253-384-1,459-047472,10350561+0136368,,STAR,gri,19.8,1.9,-9.7,2,,,12.065,0.161,11.889,0.212,,,11.771,0.05,11.507,0.03,11.352,0.05,,,10.568,0.026,10.312,0.025,10.198,0.021,6244,4.162,-0.196,1.417,1.148,0.357,368.7,0.031
4837,4837,4837,4837,4837,4837,248454038,10 26 08.880,+01 36 38.52,1,18.73,,,,,1458-301-2-0212-0228,STAR,gri,-5,3,-27,3,,,,,,,19.101,0.026,18.671,0.009,18.749,0.011,18.912,0.014,19.153,0.055,,,,,,,,,,,,,,
4838,4838,4838,4838,4838,4838,248454046,10 39 34.220,+01 36 39.46,1,12.607,,,459-047580,10393422+0136395,,STAR,gri,-21.7,1.2,10.4,1.4,,,13.341,0.04,12.735,0.02,,,12.957,0.03,12.587,0.02,12.457,0.04,,,11.565,0.024,11.287,0.022,11.194,0.019,6090,4.225,-0.314,1.271,0.996,0.48,507.2,0.031
4839,4839,4839,4839,4839,4839,248454128,10 30 17.748,+01 36 49.49,1,18.925,,,,10301774+0136494,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,16.014,0.096,15.207,0.108,14.825,0.132,3843,4.911,-0.21,0.348,0.39,8.219,610.1,0.033
4840,4840,4840,4840,4840,4840,248454133,10 25 04.862,+01 36 50.44,1,17.796,,,,10250486+0136504,,STAR,J,14,2,4,2,,,,,,,,,,,,,,,,,16.278,0.144,15.391,0.126,14.997,0.161,3898,4.908,-0.228,0.366,0.399,7.721,703.1,0.033
4841,4841,4841,4841,4841,4841,248454190,10 36 00.755,+01 36 56.86,1,19.107,,,,10360075+0136568,1462-301-2-0224-0173,EXTENDED,gri,11.7,9,53.3,9,,,,,,,21.576,0.176,19.983,0.021,19.072,0.014,18.732,0.014,18.333,0.035,16.353,0.167,,,15.312,0.201,,,,,,,,
4842,4842,4842,4842,4842,4842,248454234,10 39 00.585,+01 37 02.06,1,12.669,,,459-047571,10390057+0137020,,STAR,gri,-17.1,3.3,7.4,2,,,13.238,0.03,12.702,0.02,,,12.889,0.04,12.595,0.02,12.49,0.03,,,11.643,0.026,11.399,0.024,11.376,0.023,6254,4.193,-0.359,1.338,1.073,0.421,577.3,0.029
4843,4843,4843,4843,4843,4843,248454244,10 36 56.675,+01 37 04.22,1,14.682,,,459-047520,10365667+0137041,1462-301-2-0226-0046,STAR,gri,21.6,3.4,-13.8,3.9,,,16.026,0.14,14.964,0.13,,,15.55,0.02,14.65,0.03,14.309,0.077,,,13.11,0.026,12.569,0.027,12.49,0.03,4761,4.632,-0.128,0.69,0.748,2.285,410,0.034
4844,4844,4844,4844,4844,4844,248454257,10 39 51.755,+01 37 05.85,1,18.487,,,,10395175+0137058,1462-301-2-0231-0218,EXTENDED,gri,1,4,-5,4,,,,,,,22.05,0.426,19.998,0.031,18.428,0.013,17.839,0.011,17.393,0.027,16.615,0.175,15.654,0.133,14.943,0.131,,,,,,,,
4845,4845,4845,4845,4845,4845,248454307,10 48 11.700,+01 37 12.27,1,15.517,,,459-047772,10481170+0137122,1462-301-2-0245-0033,STAR,gri,10.1,3.8,-52.2,4,,,16.378,0.07,15.737,0.04,,,16.001,0.05,15.547,0.06,15.31,0.103,,,14.473,0.034,14.061,0.044,14.045,0.064,5445,4.628,-0.995,0.662,0.688,2.327,874.4,0.039
4846,4846,4846,4846,4846,4846,248454310,10 25 02.441,+01 37 12.88,1,14.217,,,459-047229,10250245+0137128,,STAR,gri,-26.3,3,-16.3,3.6,,,15.281,0.02,14.473,0.04,,,14.846,0.05,14.17,0.07,13.948,0.06,,,12.922,0.026,12.4,0.022,12.369,0.027,5021,4.608,-0.178,0.721,0.775,2.036,424.4,0.032
4847,4847,4847,4847,4847,4847,248454381,10 43 11.360,+01 37 21.99,1,17.679,,,,10431135+0137219,1462-301-2-0236-0165,STAR,gri,31,4,-41,4,,,,,,,22.484,0.318,19.749,0.016,18.289,0.008,16.792,0.005,15.953,0.007,14.421,0.032,13.854,0.04,13.573,0.048,3501,5.054,-0.007,0.221,0.209,18.2,155.5,0.023
4848,4848,4848,4848,4848,4848,248454405,10 43 16.836,+01 37 25.56,1,12.964,,,459-047664,10431684+0137255,,STAR,gri,-10.6,2.3,4.7,2.8,,,14.247,0.07,13.237,0.04,,,13.715,0.05,12.943,0.06,12.642,0.08,,,11.449,0.023,10.995,0.024,10.858,0.021,5024,3.514,-0.253,3.029,1.019,0.035,922.2,0.037
4849,4849,4849,4849,4849,4849,248454409,10 30 17.480,+01 37 26.07,1,18.056,,,,10301747+0137260,,STAR,J,2,8,36,6,,,,,,,,,,,,,,,,,16.516,0.156,,,,,,,,,,,,
4850,4850,4850,4850,4850,4850,248454420,10 39 20.642,+01 37 28.72,1,17.643,,,,10392064+0137287,1462-301-2-0230-0282,EXTENDED,gri,0,3,5,3,,,,,,,20.482,0.161,18.672,0.015,17.636,0.01,17.202,0.01,16.838,0.026,16.629,0.18,16.049,0.211,15.068,0.163,,,,,,,,
4851,4851,4851,4851,4851,4851,248454430,10 38 10.805,+01 37 30.34,1,16.234,,,,10381080+0137303,1462-301-2-0228-0194,STAR,gri,-61,3,-7,3,,,,,,,21.119,0.109,18.172,0.007,16.758,0.005,15.404,0.004,14.72,0.005,12.883,0.039,12.291,0.039,12.064,0.04,3626,5.002,-0.067,0.274,0.282,13.23,100.7,0.022
4852,4852,4852,4852,4852,4852,248454441,10 34 49.482,+01 37 31.37,1,16.415,,,,10344948+0137313,1458-301-2-0226-0235,EXTENDED,gri,4,3,-1,3,,,,,,,18.903,0.045,17.396,0.007,16.477,0.005,15.995,0.004,15.649,0.01,15.508,0.082,14.621,0.082,14.094,0.093,,,,,,,,
4853,4853,4853,4853,4853,4853,248454459,10 38 59.343,+01 37 33.73,1,17.112,,,,10385934+0137337,,STAR,J,,,,,,,,,,,,,,,,,,,,,15.642,0.099,14.94,0.129,14.566,0.114,3880,4.911,-0.21,0.337,0.369,8.686,518.4,0.032
4854,4854,4854,4854,4854,4854,248454482,10 41 23.289,+01 37 36.18,1,17.559,,,,10412328+0137361,,EXTENDED,J,,,,,,,,,,,,,,,,,,,,,16.059,0.142,,,,,,,,,,,,
4855,4855,4855,4855,4855,4855,248454523,10 23 58.891,+01 37 41.29,1,10.788,,246-57-1,459-047204,10235888+0137412,,STAR,gri,-9.1,1.6,7.8,1.6,,,11.333,0.059,10.811,0.057,,,10.982,0.02,10.724,0.03,10.637,0.12,,,9.908,0.028,9.668,0.024,9.583,0.019,6527,4.053,-0.05,1.755,1.353,0.238,346.3,0.031
4856,4856,4856,4856,4856,4856,248454534,10 34 55.913,+01 37 42.48,1,18.149,,,,,1458-301-2-0227-0168,EXTENDED,gri,-1,3,2,3,,,,,,,20.256,0.129,18.789,0.016,18.201,0.014,17.874,0.015,17.534,0.041,,,,,,,,,,,,,,
4857,4857,4857,4857,4857,4857,248454537,10 48 01.207,+01 37 42.96,1,10.96,,254-62-1,459-047768,10480121+0137429,,STAR,gri,18.7,1.8,-14.1,1.9,,,12.221,0.223,11.176,0.099,,,11.603,0.04,10.902,0.06,10.685,0.04,,,9.722,0.024,9.276,0.023,9.169,0.023,5077,3.272,-0.53,3.769,0.957,0.018,491.5,0.031
4858,4858,4858,4858,4858,4858,248454539,10 24 18.571,+01 37 43.06,1,16.374,,,,10241857+0137430,1458-301-2-0209-0194,EXTENDED,gri,-1,3,-3,3,,,,,,,18.401,0.03,17.093,0.005,16.482,0.004,16.066,0.004,15.825,0.01,15.508,0.089,14.77,0.107,14.293,0.102,,,,,,,,
4859,4859,4859,4859,4859,4859,248454555,10 46 59.123,+01 37 44.27,1,17.951,,,,10465912+0137442,1462-301-2-0243-0107,STAR,gri,-64,5,46,5,,,,,,,22.413,0.306,19.848,0.017,18.282,0.008,17.138,0.006,16.517,0.009,15.155,0.045,14.591,0.056,14.318,0.07,3307,5.151,-0.069,0.169,0.148,30.64,153.1,0.029
4860,4860,4860,4860,4860,4860,248454577,10 30 43.708,+01 37 47.17,1,16.756,,,,10304370+0137471,,STAR,J,6,2,6,3,,,,,,,,,,,,,,,,,15.311,0.072,14.735,0.092,14.064,0.084,3667,4.983,-0.058,0.29,0.303,11.61,340.2,0.03
4861,4861,4861,4861,4861,4861,248454589,10 25 27.161,+01 37 49.05,1,16.758,,,,10252716+0137490,,EXTENDED,J,,,,,,,,,,,,,,,,,,,,,15.313,0.117,14.609,0.115,13.997,0.113,,,,,,,,
4862,4862,4862,4862,4862,4862,248454595,10 28 56.281,+01 37 49.92,1,12.224,,,459-047317,10285628+0137499,,STAR,gri,-17.9,1.2,16,1.6,,,13.341,0.03,12.472,0.02,,,12.862,0.02,12.206,0.03,11.95,0.02,,,10.866,0.026,10.369,0.026,10.313,0.021,5085,3.212,-0.786,3.86,0.899,0.013,855.2,0.033
4863,4863,4863,4863,4863,4863,248454604,10 29 55.367,+01 37 50.91,1,16.99,,,,10295536+0137509,1458-301-2-0218-0169,EXTENDED,gri,0,3,1,3,,,,,,,19.684,0.06,17.885,0.007,17.011,0.005,16.606,0.005,16.258,0.011,15.629,0.079,14.897,0.08,14.626,0.111,,,,,,,,
4864,4864,4864,4864,4864,4864,248454615,10 48 22.105,+01 37 52.21,1,16.486,,,,10482210+0137522,1462-301-2-0245-0138,STAR,gri,-2,3,-1,3,,,,,,,20.28,0.056,17.563,0.005,16.473,0.005,16.024,0.005,15.768,0.006,14.551,0.033,13.889,0.039,13.842,0.047,4343,4.718,-0.205,0.572,0.626,3.317,580.9,0.03
4865,4865,4865,4865,4865,4865,248454665,10 23 53.870,+01 37 59.17,1,18.161,,,,10235387+0137591,,STAR,J,10,3,6,6,,,,,,,,,,,,,,,,,16.611,0.181,15.986,0.192,,,,,,,,,,
4866,4866,4866,4866,4866,4866,248454666,10 37 44.456,+01 37 59.61,1,14.666,,,459-047538,10374445+0137597,,STAR,gri,-6.1,3.4,-1.6,3.9,,,15.873,0.066,14.921,0.01,,,15.352,0.02,14.65,0.05,14.372,0.03,,,13.249,0.021,12.792,0.028,12.665,0.033,5076,3.444,-0.597,3.048,0.943,0.033,2105,0.034
4867,4867,4867,4867,4867,4867,248454689,10 41 50.179,+01 38 01.90,1,18.017,,,,10415017+0138018,1462-301-2-0234-0187,STAR,gri,-38,4,-9,4,,,,,,,22.679,0.372,19.999,0.019,18.581,0.009,17.168,0.006,16.386,0.008,14.967,0.036,14.481,0.055,14.262,0.084,3613,5.014,-0.065,0.264,0.266,13.93,251.5,0.029
4868,4868,4868,4868,4868,4868,248454744,10 36 23.105,+01 38 10.26,1,17.179,,,,10362310+0138102,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,14.944,0.037,14.383,0.038,14.091,0.06,3606,5.012,-0.073,0.248,0.249,14.19,243.6,0.028
4869,4869,4869,4869,4869,4869,248454761,10 25 07.747,+01 38 12.05,1,18.129,,,,,1458-301-2-0210-0316,EXTENDED,gri,-3,3,5,3,,,,,,,21.317,0.271,19.1,0.017,18.128,0.011,17.713,0.011,17.368,0.028,,,,,,,,,,,,,,
4870,4870,4870,4870,4870,4870,248454767,10 39 38.810,+01 38 12.22,1,9.255,,253-662-1,459-047583,10393881+0138122,,STAR,BV,-1.6,1.2,-5,1.3,,,10.952,0.074,9.537,0.029,,,,,,,,,,,7.206,0.024,6.57,0.046,6.366,0.031,4442,2.026,-0.133,16.579,1.267,2.09E-04,600.1,0.03
4871,4871,4871,4871,4871,4871,248454783,10 23 56.356,+01 38 14.56,1,14.228,,,459-047202,10235635+0138145,1458-301-2-0208-0068,STAR,gri,-2.7,2.4,-2.7,2.9,,,15.315,0.1,14.469,0.03,,,14.845,0.07,14.199,0.05,13.964,0.22,,,12.863,0.028,12.423,0.026,12.324,0.023,5187,3.494,-0.683,2.437,0.889,0.04,1582,0.034
4872,4872,4872,4872,4872,4872,248454785,10 38 26.569,+01 38 14.64,1,16.509,,,,,1458-301-2-0232-0248,EXTENDED,gri,-3,3,-7,3,,,,,,,18.297,0.063,17.075,0.007,16.597,0.006,16.267,0.007,16.043,0.02,,,,,,,,,,,,,,
4873,4873,4873,4873,4873,4873,248454803,10 29 28.438,+01 38 17.37,1,16.608,,,,10292843+0138173,,STAR,J,,,,,,,,,,,,,,,,,,,,,15.174,0.068,14.503,0.093,14.016,0.076,3639,4.977,-0.136,0.268,0.278,11.35,314.5,0.029
4874,4874,4874,4874,4874,4874,248454811,10 48 29.016,+01 38 18.88,1,18.301,,,,10482901+0138188,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.744,0.16,,,,,,,,,,,,
4875,4875,4875,4875,4875,4875,248454814,10 41 49.304,+01 38 19.33,1,17.978,,,,10414930+0138193,1462-301-2-0234-0184,EXTENDED,gri,4,3,1,3,,,,,,,21.212,0.171,19.169,0.014,17.906,0.008,17.467,0.008,17.185,0.019,16.542,0.163,15.657,0.145,14.703,0.125,,,,,,,,
4876,4876,4876,4876,4876,4876,248454817,10 23 20.502,+01 38 19.56,1,17.693,,,,10232050+0138195,1458-301-2-0207-0107,EXTENDED,gri,-7,4,1,4,,,,,,,20.313,0.091,18.709,0.011,17.801,0.008,17.258,0.007,16.959,0.017,16.132,0.11,15.303,0.121,14.935,0.145,,,,,,,,
4877,4877,4877,4877,4877,4877,248454829,10 49 08.672,+01 38 22.08,1,11.113,,254-349-1,459-047795,10490866+0138221,,STAR,gri,29.2,1.5,-57.5,1.5,,,11.78,0.096,11.306,0.097,,,11.548,0.04,11.026,0.05,10.926,0.01,,,10.073,0.024,9.783,0.024,9.683,0.024,5857,4.385,-0.06,1.076,1.02,0.777,205.5,0.028
4878,4878,4878,4878,4878,4878,248454880,10 25 15.251,+01 38 30.74,1,16.437,,,,10251525+0138307,1458-301-2-0210-0254,EXTENDED,gri,0,3,-1,3,,,,,,,19.611,0.088,17.471,0.007,16.452,0.005,15.994,0.004,15.609,0.01,15.481,0.086,14.716,0.108,14.392,0.102,,,,,,,,
4879,4879,4879,4879,4879,4879,248454906,10 38 30.520,+01 38 33.32,1,17.888,,,,10383052+0138333,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.363,0.154,15.819,0.167,14.895,0.127,3590,5.033,-0.165,0.241,0.225,15.75,425.2,0.031
4880,4880,4880,4880,4880,4880,248454918,10 29 25.677,+01 38 34.63,1,9.971,,246-908-1,459-047329,10292569+0138346,,STAR,gri,-6.9,1.3,-4,1.3,,,11.271,0.08,10.178,0.042,,,10.725,0.04,9.906,0.03,9.648,0.11,,,8.398,0.034,7.844,0.057,7.711,0.023,4789,2.43,-0.305,10.772,1.172,8.70E-04,717.6,0.032
4881,4881,4881,4881,4881,4881,248454936,10 30 34.256,+01 38 37.00,1,17.419,,,,10303425+0138369,1458-301-2-0219-0105,EXTENDED,gri,-1,3,1,3,,,,,,,19.55,0.073,18.256,0.011,17.503,0.008,17.06,0.008,16.71,0.02,16.597,0.175,15.681,0.167,15.197,0.185,,,,,,,,
4882,4882,4882,4882,4882,4882,248454955,10 41 40.404,+01 38 39.70,1,17.504,,,,10414040+0138397,,STAR,JHK,-32,0,-36,5,,,,,,,,,,,,,,,,,14.975,0.04,14.51,0.049,14.002,0.068,3402,5.079,-0.02,0.198,0.186,22.04,173.5,0.025
4883,4883,4883,4883,4883,4883,248454964,10 36 23.314,+01 38 40.68,1,17.416,,,,10362331+0138406,1458-301-2-0229-0206,STAR,gri,-35,3,-28,3,,,,,,,21.206,0.112,18.567,0.008,17.368,0.006,16.922,0.006,16.635,0.009,15.605,0.071,14.743,0.063,14.71,0.129,4154,4.868,-0.549,0.41,0.46,6.548,635.7,0.029
4884,4884,4884,4884,4884,4884,248454991,10 48 21.498,+01 38 43.75,1,13.805,,,459-047776,10482150+0138437,1462-301-2-0245-0051,STAR,gri,-146,4.7,-115.5,10.3,,,15.494,0.07,14.291,0.03,,,14.957,0.04,13.76,0.07,13.311,0.04,,,12.028,0.03,11.404,0.025,11.287,0.024,4113,4.899,-0.577,0.37,0.412,7.428,116.6,0.02
4885,4885,4885,4885,4885,4885,248455000,10 38 40.816,+01 38 45.07,1,18.094,,,,10384081+0138450,,STAR,J,10,3,4,5,,,,,,,,,,,,,,,,,16.55,0.124,16.034,0.17,15.088,0.158,3724,4.98,-0.185,0.283,0.313,11.29,587.5,0.032
4886,4886,4886,4886,4886,4886,248455046,10 48 57.822,+01 38 52.24,1,11.398,,254-96-1,459-047791,10485782+0138522,,STAR,gri,3.1,1.6,-16.8,1.6,,,12.4,0.247,11.186,0.095,,,12.026,0.05,11.349,0.08,11.128,0.03,,,10.097,0.024,9.594,0.022,9.551,0.024,4989,2.929,-0.61,5.043,0.955,0.005,828.2,0.031
4887,4887,4887,4887,4887,4887,248455049,10 43 26.956,+01 38 52.56,1,17.241,,,,10432695+0138525,1462-301-2-0237-0129,EXTENDED,gri,-1,3,2,3,,,,,,,20.23,0.119,18.261,0.011,17.234,0.007,16.804,0.007,16.454,0.017,16.14,0.138,15.664,0.158,,,,,,,,,,
4888,4888,4888,4888,4888,4888,248455051,10 49 25.016,+01 38 52.71,1,18.499,,,,,1462-301-2-0247-0147,EXTENDED,gri,-8,4,-6,4,,,,,,,20.767,0.153,19.232,0.019,18.54,0.016,18.185,0.017,17.996,0.058,,,,,,,,,,,,,,
